doc_id,target_label,spam_target_label,char_count,word_count,unique_word_count,unique_word_ratio,avg_word_length,digit_count,digit_ratio,uppercase_ratio,punctuation_ratio,whitespace_ratio,exclamation_count,question_count,newline_count,currency_symbol_count,url_count_text,unique_url_count_text,unique_domain_count_text,email_count_text,url_density,email_density,amount_pattern_count,promo_code_pattern_count,short_line_count,short_token_count,suspicious_tld_count,shortener_url_count,cta_plus_url_score,brand_plus_link_score,ham_business_hits,ham_formal_hits,ham_admin_doc_hits,ham_technical_business_hits,business_signature_hits,action_phrase_count,promo_symbol_count,uppercase_token_count,digit_run_count,has_link_and_cta,has_urgency_and_cta,has_brand_and_link,has_money_and_cta,has_account_and_security,has_delivery_and_link,has_ham_and_no_url,has_formal_and_no_cta,has_admin_doc_and_no_url,has_technical_business_and_no_cta,has_signature_and_no_cta,symbol_pressure_score,urgency_cta_url_combo,money_cta_combo,spam_keyword_hits,urgency_keyword_hits,money_keyword_hits,cta_keyword_hits,account_keyword_hits,security_keyword_hits,delivery_keyword_hits,brand_keyword_hits,unsubscribe_keyword_hits,promo_keyword_hits,lang_score,lang_is_ita,ham_to_spam_keyword_ratio,ham_to_cta_ratio,ham_strength_to_spam_ratio,ham_strength_score,noise_score,spam_intent_score,noise_without_spam_intent,promo_symbol_count_clip,exclamation_count_clip,digit_run_count_clip,uppercase_token_count_clip,safe_security_ham_hits,safe_security_to_spam_ratio,spam_keyword_density,cta_keyword_density,money_keyword_density,urgency_keyword_density,ham_business_density,split,true_label,pred_label,spam_probability,threshold,is_error,error_type
000-000-001-067,spam,spam,35.0,5.0,5.0,1.0,6.0,0.0,0.0,0.0285714285714285,0.0285714285714285,0.1142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7041,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.0,0.0,0.0,test,spam,ham,0.5995805219832218,0.75,True,false_negative
000-000-001-277,spam,spam,142.0,25.0,23.0,0.92,4.6,0.0,0.0,0.0915492957746478,0.0211267605633802,0.1690140845070422,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6849,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5,0.04,0.0,0.0,0.04,0.0,test,spam,ham,0.28277163571518116,0.75,True,false_negative
000-000-001-648,spam,spam,97.0,17.0,16.0,0.9411764705882352,4.647058823529412,0.0,0.0,0.0206185567010309,0.0206185567010309,0.1649484536082474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.7077,1.0,0.25,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.1764705882352941,0.0,0.0,0.0588235294117647,0.0,test,spam,ham,0.277357848883725,0.75,True,false_negative
000-000-000-054,spam,spam,396.0,54.0,49.0,0.9074074074074074,6.074074074074074,2.0,0.005050505050505,0.0126262626262626,0.0429292929292929,0.1338383838383838,0.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0185185185185185,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7329,1.0,0.75,1.5,0.75,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0555555555555555,0.0185185185185185,0.0185185185185185,0.0,0.037037037037037,test,spam,ham,0.5484006151222343,0.75,True,false_negative
000-000-001-642,spam,spam,94.0,15.0,15.0,1.0,5.133333333333334,2.0,0.0212765957446808,0.0319148936170212,0.0319148936170212,0.1489361702127659,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6753,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0666666666666666,0.0,0.0,0.0666666666666666,0.0,test,spam,ham,0.7270765486999273,0.75,True,false_negative
000-000-001-824,spam,spam,100.0,17.0,17.0,1.0,4.764705882352941,2.0,0.02,0.01,0.03,0.16,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7094,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,test,spam,ham,0.6000263370131106,0.75,True,false_negative
000-000-000-248,spam,spam,116.0,17.0,17.0,1.0,5.588235294117647,0.0,0.0,0.0,0.043103448275862,0.1379310344827586,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6951,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,test,spam,ham,0.3537273562029818,0.75,True,false_negative
000-000-000-949,spam,spam,331.0,53.0,46.0,0.8679245283018868,5.188679245283019,0.0,0.0,0.066465256797583,0.0241691842900302,0.1570996978851963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6956,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.0188679245283018,0.0,0.0,0.0188679245283018,0.0,test,spam,ham,0.12847612423803084,0.75,True,false_negative
000-000-000-991,spam,spam,641.0,92.0,72.0,0.782608695652174,5.836956521739131,3.0,0.0046801872074883,0.0514820592823713,0.0265210608424337,0.1388455538221528,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0108695652173913,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7043,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,test,spam,ham,0.34099793690851293,0.75,True,false_negative
000-000-001-731,spam,spam,94.0,15.0,15.0,1.0,5.266666666666667,2.0,0.0212765957446808,0.0106382978723404,0.0106382978723404,0.1489361702127659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6744,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0666666666666666,0.0,0.0666666666666666,0.0,0.0,test,spam,ham,0.5218533041171819,0.75,True,false_negative
000-000-000-253,spam,spam,151.0,25.0,24.0,0.96,4.84,4.0,0.0264900662251655,0.0,0.0596026490066225,0.1390728476821192,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.04,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6685,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,test,spam,ham,0.4675143790468236,0.75,True,false_negative
000-000-000-915,spam,spam,201.0,32.0,31.0,0.96875,5.1875,0.0,0.0,0.0099502487562189,0.0199004975124378,0.154228855721393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7321,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.03125,0.0,0.0,0.0,0.0,test,spam,ham,0.09915845367961264,0.75,True,false_negative
000-000-000-937,spam,spam,461.0,74.0,61.0,0.8243243243243243,5.108108108108108,0.0,0.0,0.0303687635574837,0.0347071583514099,0.1561822125813449,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0135135135135135,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7001,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,test,spam,ham,0.15531516809446996,0.75,True,false_negative
000-000-000-837,spam,spam,438.0,63.0,54.0,0.8571428571428571,5.825396825396825,1.0,0.002283105022831,0.0159817351598173,0.0296803652968036,0.1415525114155251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.7782,1.0,1.25,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0476190476190476,0.0,0.0158730158730158,0.0,0.0634920634920634,test,spam,ham,0.0023181972037201906,0.75,True,false_negative
000-000-000-931,spam,spam,370.0,58.0,48.0,0.8275862068965517,5.258620689655173,0.0,0.0,0.0216216216216216,0.0243243243243243,0.154054054054054,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7033,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0172413793103448,0.0172413793103448,0.0,0.0,0.0,test,spam,ham,0.5426997144759507,0.75,True,false_negative
000-000-001-317,spam,spam,59.0,11.0,10.0,0.9090909090909092,4.181818181818182,1.0,0.0169491525423728,0.0508474576271186,0.0508474576271186,0.1694915254237288,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6694,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,test,spam,ham,0.622008258535888,0.75,True,false_negative
000-000-001-572,spam,spam,63.0,10.0,10.0,1.0,5.2,0.0,0.0,0.0317460317460317,0.0317460317460317,0.1428571428571428,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6982,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,test,spam,ham,0.02431121670532449,0.75,True,false_negative
000-000-000-944,spam,spam,236.0,37.0,35.0,0.945945945945946,5.27027027027027,3.0,0.0127118644067796,0.0127118644067796,0.0254237288135593,0.1567796610169491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.7726,1.0,0.6666666666666666,4.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.1351351351351351,0.0,0.081081081081081,0.0,0.081081081081081,test,spam,ham,0.012931469195236587,0.75,True,false_negative
000-000-001-873,spam,spam,112.0,15.0,15.0,1.0,6.333333333333333,0.0,0.0,0.0178571428571428,0.0357142857142857,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7157,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0666666666666666,0.0,0.0,0.0666666666666666,0.0,test,spam,ham,0.20604487316403403,0.75,True,false_negative
000-000-000-107,spam,spam,132.0,18.0,18.0,1.0,6.0,0.0,0.0,0.0,0.0984848484848484,0.106060606060606,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0555555555555555,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6477,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,test,spam,ham,0.3485159387724724,0.75,True,false_negative
000-000-001-691,spam,spam,45.0,8.0,8.0,1.0,4.625,0.0,0.0,0.0222222222222222,0.0222222222222222,0.1555555555555555,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.696,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,test,spam,ham,0.2970239599086286,0.75,True,false_negative
000-000-000-899,spam,spam,634.0,108.0,74.0,0.6851851851851852,4.703703703703703,25.0,0.0394321766561514,0.0205047318611987,0.0362776025236593,0.1719242902208202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0092592592592592,0.0,0.0092592592592592,0.0,0.0092592592592592,test,spam,ham,0.021368477033835997,0.75,True,false_negative
000-000-000-988,spam,spam,856.0,127.0,100.0,0.7874015748031497,5.559055118110236,24.0,0.02803738317757,0.0128504672897196,0.0268691588785046,0.1495327102803738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7069,1.0,0.4,2.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.2,0.0314960629921259,0.0,0.0236220472440944,0.0078740157480314,0.0078740157480314,test,spam,ham,0.024664810590156815,0.75,True,false_negative
000-000-000-842,spam,spam,360.0,47.0,42.0,0.8936170212765957,6.553191489361702,2.0,0.0055555555555555,0.0138888888888888,0.0166666666666666,0.1277777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8004,1.0,1.6666666666666667,2.5,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0425531914893617,0.0212765957446808,0.0212765957446808,0.0,0.0851063829787234,test,spam,ham,0.02918362269666272,0.75,True,false_negative
